s/n,sample_index,sentence,pred_pair_index,pred_cause,pred_effect,pred_causality,pred_sententiality,best_gold_pair_index,gold_cause,gold_effect,gold_causality,gold_sententiality,exact_match,soft_token_overlap_match,soft_pair_score,pred_causality_norm,gold_causality_norm,pred_sententiality_norm,gold_sententiality_norm
17811,1841,"Cardiotoxicity is a common adverse effect of many antineoplastic agents, including anthracyclines and paclitaxel. However, it has not been defined as a causal side effect of cisplatin. Here we report on a patient with locally advanced non-small cell lung cancer who developed a cardiotoxic event induced by cisplatin that manifested primarily as arrhythmia",0,anthracyclines and paclitaxel,cardiotoxicity,Implicit,Intra,1,antineoplastic agents,Cardiotoxicity,Explicit,Intra,0,1,0.5,Implicit,Explicit,Intra,Intra
17811,1841,"Cardiotoxicity is a common adverse effect of many antineoplastic agents, including anthracyclines and paclitaxel. However, it has not been defined as a causal side effect of cisplatin. Here we report on a patient with locally advanced non-small cell lung cancer who developed a cardiotoxic event induced by cisplatin that manifested primarily as arrhythmia",1,cisplatin,cardiotoxic event,Explicit,Inter,0,Cisplatin,Cardiotoxic event,Implicit,Intra,1,1,1.0,Explicit,Implicit,Inter,Intra
27780,1842,"Recent genetic evidence supports a causal role for sarcopenia in osteoarthritis, which may be mediated by the occurrence of obesity or changes in circulating inflammatory protein levels. Here, we leveraged publicly available genome-wide association study data to investigate the intrinsic causal relationship between sarcopenia, obesity, circulating inflammatory protein levels, and osteoarthritis",0,sarcopenia,osteoarthritis,Explicit,Intra,0,sarcopenia,osteoarthritis,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
27780,1842,"Recent genetic evidence supports a causal role for sarcopenia in osteoarthritis, which may be mediated by the occurrence of obesity or changes in circulating inflammatory protein levels. Here, we leveraged publicly available genome-wide association study data to investigate the intrinsic causal relationship between sarcopenia, obesity, circulating inflammatory protein levels, and osteoarthritis",1,sarcopenia,obesity,Implicit,Inter,0,sarcopenia,osteoarthritis,Explicit,Intra,0,1,0.5,Implicit,Explicit,Inter,Intra
27780,1842,"Recent genetic evidence supports a causal role for sarcopenia in osteoarthritis, which may be mediated by the occurrence of obesity or changes in circulating inflammatory protein levels. Here, we leveraged publicly available genome-wide association study data to investigate the intrinsic causal relationship between sarcopenia, obesity, circulating inflammatory protein levels, and osteoarthritis",2,sarcopenia,changes in circulating inflammatory protein levels,Implicit,Inter,0,sarcopenia,osteoarthritis,Explicit,Intra,0,1,0.5,Implicit,Explicit,Inter,Intra
18289,1844,"A higher VD_GRS was associated with higher risk of increased TPOAb concentration, which supports a causal association between decreased vitamin D and increased concentration of TPOAb in an eastern Chinese population",0,higher VD_GRS,higher risk of increased TPOAb concentration,Implicit,Intra,0,decreased vitamin D,increased concentration of TPOAb,Explicit,Intra,0,1,0.4,Implicit,Explicit,Intra,Intra
18289,1844,"A higher VD_GRS was associated with higher risk of increased TPOAb concentration, which supports a causal association between decreased vitamin D and increased concentration of TPOAb in an eastern Chinese population",1,decreased vitamin D,increased concentration of TPOAb,Explicit,Inter,0,decreased vitamin D,increased concentration of TPOAb,Explicit,Intra,1,1,1.0,Explicit,Explicit,Inter,Intra
17233,1846,"These results suggest that TEI and empathy mediate the relationship between personality traits and bullying, reducing the risk of being involved in bullying perpetration",0,personality traits,reducing the risk of being involved in bullying perpetration,Implicit,Intra,0,TEI and empathy mediate the relationship between personality traits and bullying,reduced risk of being involved in bullying perpetration,Implicit,Intra,0,1,0.5656108597285068,Implicit,Implicit,Intra,Intra
27796,1847,"Our study has confirmed a genetic causal relationship between IMIDs and periodontal disease, thereby unveiling novel potential mechanisms underlying IMIDs and periodontal disease. This discovery is promising in fostering interdisciplinary collaboration between clinicians and stomatologists to facilitate appropriate and precise screening, prevention, and early treatment of IMIDs and periodontal disease",0,genetic causal relationship between IMIDs and periodontal disease,unveiling novel potential mechanisms underlying IMIDs and periodontal disease,Explicit,Intra,1,confirmation of a genetic causal relationship between IMIDs and periodontal disease,unveiling novel potential mechanisms underlying IMIDs and periodontal disease,Implicit,Intra,0,1,0.9210526315789473,Explicit,Implicit,Intra,Intra
27796,1847,"Our study has confirmed a genetic causal relationship between IMIDs and periodontal disease, thereby unveiling novel potential mechanisms underlying IMIDs and periodontal disease. This discovery is promising in fostering interdisciplinary collaboration between clinicians and stomatologists to facilitate appropriate and precise screening, prevention, and early treatment of IMIDs and periodontal disease",1,genetic causal relationship between IMIDs and periodontal disease,fostering interdisciplinary collaboration between clinicians and stomatologists,Explicit,Inter,1,confirmation of a genetic causal relationship between IMIDs and periodontal disease,unveiling novel potential mechanisms underlying IMIDs and periodontal disease,Implicit,Intra,0,1,0.4835526315789474,Explicit,Implicit,Inter,Intra
27796,1847,"Our study has confirmed a genetic causal relationship between IMIDs and periodontal disease, thereby unveiling novel potential mechanisms underlying IMIDs and periodontal disease. This discovery is promising in fostering interdisciplinary collaboration between clinicians and stomatologists to facilitate appropriate and precise screening, prevention, and early treatment of IMIDs and periodontal disease",2,interdisciplinary collaboration between clinicians and stomatologists,"facilitating appropriate and precise screening, prevention, and early treatment of IMIDs and periodontal disease",Explicit,Intra,1,confirmation of a genetic causal relationship between IMIDs and periodontal disease,unveiling novel potential mechanisms underlying IMIDs and periodontal disease,Implicit,Intra,0,1,0.2915601023017903,Explicit,Implicit,Intra,Intra
16802,1849,Social media use has become a mainstay of communication and with that comes the exchange of factual and non-factual information. Social media has given many people the opportunity to speak their opinions without repercussions and create coalitionS of like-minded people. This also has led to the development of a community know as anti-vaxxers or vaccine deniers. This research explores the extent to which vaccine knowledge has reached on social media,0,Social media use,exchange of factual and non-factual information,Implicit,Intra,0,Social media has given many people the opportunity to speak their opinions without repercussions and create coalitionS of like-minded people,the development of a community know as anti-vaxxers or vaccine deniers,Explicit,Inter,0,1,0.14945652173913043,Implicit,Explicit,Intra,Inter
